Task,SubTask,Node,Time
v1,k1229,n1,1228
v1,k1230,n2,1229
v1,k1231,n0,1230
v1,k1232,n1,1231
v1,k1233,n2,1232
v1,k1234,n0,1233
v1,k1235,n1,1234
v1,k1236,n2,1235
v1,k1237,n0,1236
v1,k1238,n1,1237
v1,k1239,n2,1238
v1,k1240,n0,1239
v1,k1241,n1,1240
v1,k1242,n2,1241
v1,k1243,n0,1242
v1,k1244,n1,1243
v1,k1245,n2,1244
v1,k1246,n0,1245
v1,k1247,n1,1246
v1,k1248,n2,1247
v1,k1249,n0,1248
v1,k1250,n1,1249
v1,k1251,n2,1250
v1,k1252,n0,1251
v1,k1253,n1,1252
v1,k1254,n2,1253
v1,k1255,n0,1254
v1,k1256,n1,1255
v1,k1257,n2,1256
v1,k1258,n0,1257
v1,k1259,n1,1258
v1,k1260,n2,1259
v1,k1261,n0,1260
v1,k1262,n1,1261
v1,k1263,n2,1262
v1,k1264,n0,1263
v1,k1265,n1,1264
v1,k1266,n2,1265
v1,k1267,n0,1266
v1,k1268,n1,1267
v1,k1269,n2,1268
v1,k1270,n0,1269
v1,k1271,n1,1270
v1,k1272,n2,1271
v1,k1273,n0,1272
v1,k1274,n1,1273
v1,k1275,n2,1274
v1,k1276,n0,1275
v1,k1277,n1,1276
v1,k1278,n2,1277
v1,k1279,n0,1278
v1,k1280,n1,1279
v1,k1281,n2,1280
v1,k1282,n0,1281
v1,k1283,n1,1282
v1,k1284,n2,1283
v1,k1285,n0,1284
v1,k1286,n1,1285
v1,k1287,n2,1286
v1,k1288,n0,1287
v1,k1289,n1,1288
v1,k1290,n2,1289
v1,k1291,n0,1290
v1,k1292,n1,1291
v1,k1293,n2,1292
v1,k1294,n0,1293
v1,k1295,n1,1294
v1,k1296,n2,1295
v1,k1297,n0,1296
v1,k1298,n1,1297
v1,k1299,n2,1298
v1,k1300,n0,1299
v1,k1301,n1,1300
v1,k1302,n2,1301
v1,k1303,n0,1302
v1,k1304,n1,1303
v1,k1305,n2,1304
v1,k1306,n0,1305
v1,k1307,n1,1306
v1,k1308,n2,1307
v1,k1309,n0,1308
v1,k1310,n1,1309
v1,k1311,n2,1310
v1,k1312,n0,1311
v1,k1313,n1,1312
v1,k1314,n2,1313
v1,k1315,n0,1314
v1,k1316,n1,1315
v1,k1317,n2,1316
v1,k1318,n0,1317
v1,k1319,n1,1318
v1,k1320,n2,1319
v1,k1321,n0,1320
v1,k1322,n1,1321
v1,k1323,n2,1322
v1,k1324,n0,1323
v1,k1325,n1,1324
v1,k1326,n2,1325
v1,k1327,n0,1326
v1,k1328,n1,1327
v1,k1329,n2,1328
v1,k1330,n0,1329
v1,k1331,n1,1330
v1,k1332,n2,1331
v1,k1333,n0,1332
v1,k1334,n1,1333
v1,k1335,n2,1334
v1,k1336,n0,1335
v1,k1337,n1,1336
v1,k1338,n2,1337
v1,k1339,n0,1338
v1,k1340,n1,1339
v1,k1341,n2,1340
v1,k1342,n0,1341
v1,k1343,n1,1342
v1,k1344,n2,1343
v1,k1345,n0,1344
v1,k1346,n1,1345
v1,k1347,n2,1346
v1,k1348,n0,1347
v1,k1349,n1,1348
v1,k1350,n2,1349
v1,k1351,n0,1350
v1,k1352,n1,1351
v1,k1353,n2,1352
v1,k1354,n0,1353
v1,k1355,n1,1354
v1,k1356,n2,1355
v1,k1357,n0,1356
v1,k1358,n1,1357
v1,k1359,n2,1358
v1,k1360,n0,1359
v1,k1361,n1,1360
v1,k1362,n2,1361
v1,k1363,n0,1362
v1,k1364,n1,1363
v1,k1365,n2,1364
v1,k1366,n0,1365
v1,k1367,n1,1366
v1,k1368,n2,1367
v1,k1369,n0,1368
v1,k1370,n1,1369
v1,k1371,n2,1370
v1,k1372,n0,1371
v1,k1373,n1,1372
v1,k1374,n2,1373
v1,k1375,n0,1374
v1,k1376,n1,1375
v1,k1377,n2,1376
v1,k1378,n0,1377
v1,k1379,n1,1378
v1,k1380,n2,1379
v1,k1381,n0,1380
v1,k1382,n1,1381
v1,k1383,n2,1382
v1,k1384,n0,1383
v1,k1385,n1,1384
v1,k1386,n2,1385
v1,k1387,n0,1386
v1,k1388,n1,1387
v1,k1389,n2,1388
v1,k1390,n0,1389
v1,k1391,n1,1390
v1,k1392,n2,1391
v1,k1393,n0,1392
v1,k1394,n1,1393
v1,k1395,n2,1394
v1,k1396,n0,1395
v1,k1397,n1,1396
v1,k1398,n2,1397
v1,k1399,n0,1398
v1,k1400,n1,1399
v1,k1401,n2,1400
v1,k1402,n0,1401
v1,k1403,n1,1402
v1,k1404,n2,1403
v1,k1405,n0,1404
v1,k1406,n1,1405
v1,k1407,n2,1406
v1,k1408,n0,1407
v1,k1409,n1,1408
v1,k1410,n2,1409
v1,k1411,n0,1410
v1,k1412,n1,1411
v1,k1413,n2,1412
v1,k1414,n0,1413
v1,k1415,n1,1414
v1,k1416,n2,1415
v1,k1417,n0,1416
v1,k1418,n1,1417
v1,k1419,n2,1418
v1,k1420,n0,1419
v1,k1421,n1,1420
v1,k1422,n2,1421
v1,k1423,n0,1422
v1,k1424,n1,1423
v1,k1425,n2,1424
v1,k1426,n0,1425
v1,k1427,n1,1426
v1,k1428,n2,1427
v1,k1429,n0,1428
v1,k1430,n1,1429
v1,k1431,n2,1430
v1,k1432,n0,1431
v1,k1433,n1,1432
v1,k1434,n2,1433
v1,k1435,n0,1434
v1,k1436,n1,1435
v1,k1437,n2,1436
v1,k1438,n0,1437
v1,k1439,n1,1438
v1,k1440,n2,1439
v1,k1441,n0,1440
v2,k1,n1,0
v2,k2,n2,1
v2,k3,n0,2
v2,k4,n1,3
v2,k5,n2,4
v2,k6,n0,5
v2,k7,n1,6
v2,k8,n2,7
v2,k9,n0,8
v2,k10,n1,9
v2,k11,n2,10
v2,k12,n0,11
v2,k13,n1,12
v2,k14,n2,13
v2,k15,n0,14
v2,k16,n1,15
v2,k17,n2,16
v2,k18,n0,17
v2,k19,n1,18
v2,k20,n2,19
v2,k21,n0,20
v2,k22,n1,21
v2,k23,n2,22
v2,k24,n0,23
v2,k25,n1,24
v2,k26,n2,25
v2,k27,n0,26
v2,k28,n1,27
v2,k29,n2,28
v2,k30,n0,29
v2,k31,n1,30
v2,k32,n2,31
v2,k33,n0,32
v2,k34,n1,33
v2,k35,n2,34
v2,k36,n0,35
v2,k37,n1,36
v2,k38,n2,37
v2,k39,n0,38
v2,k40,n1,39
v2,k41,n2,40
v2,k42,n0,41
v2,k43,n1,42
v2,k44,n2,43
v2,k45,n0,44
v2,k46,n1,45
v2,k47,n2,46
v2,k48,n0,47
v2,k49,n1,48
v2,k50,n2,49
v2,k51,n0,50
v2,k52,n1,51
v2,k53,n2,52
v2,k54,n0,53
v2,k55,n1,54
v2,k56,n2,55
v2,k57,n0,56
v2,k58,n1,57
v2,k59,n2,58
v2,k60,n0,59
v2,k61,n1,60
v2,k62,n2,61
v2,k63,n0,62
v2,k64,n1,63
v2,k65,n2,64
v2,k66,n0,65
v2,k67,n1,66
v2,k68,n2,67
v2,k69,n0,68
v2,k70,n1,69
v2,k71,n2,70
v2,k72,n0,71
v2,k73,n1,72
v2,k74,n2,73
v2,k75,n0,74
v2,k76,n1,75
v2,k77,n2,76
v2,k78,n0,77
v2,k79,n1,78
v2,k80,n2,79
v2,k81,n0,80
v2,k82,n1,81
v2,k83,n2,82
v2,k84,n0,83
v2,k85,n1,84
v2,k86,n2,85
v2,k87,n0,86
v2,k88,n1,87
v2,k89,n2,88
v2,k90,n0,89
v2,k91,n1,90
v2,k92,n2,91
v2,k93,n0,92
v2,k94,n1,93
v2,k95,n2,94
v2,k96,n0,95
v2,k97,n1,96
v2,k98,n2,97
v2,k99,n0,98
v2,k100,n1,99
v2,k101,n2,100
v2,k102,n0,101
v2,k103,n1,102
v2,k104,n2,103
v2,k105,n0,104
v2,k106,n1,105
v2,k107,n2,106
v2,k108,n0,107
v2,k109,n1,108
v2,k110,n2,109
v2,k111,n0,110
v2,k112,n1,111
v2,k113,n2,112
v2,k114,n0,113
v2,k115,n1,114
v2,k116,n2,115
v2,k117,n0,116
v2,k118,n1,117
v2,k119,n2,118
v2,k120,n0,119
v2,k121,n1,120
v2,k122,n2,121
v2,k123,n0,122
v2,k124,n1,123
v2,k125,n2,124
v2,k126,n0,125
v2,k127,n1,126
v2,k128,n2,127
v2,k129,n0,128
v2,k130,n1,129
v2,k131,n2,130
v2,k132,n0,131
v2,k133,n1,132
v2,k134,n2,133
v2,k135,n0,134
v2,k136,n1,135
v2,k137,n2,136
v2,k138,n0,137
v2,k139,n1,138
v2,k140,n2,139
v2,k141,n0,140
v2,k142,n1,141
v2,k143,n2,142
v2,k144,n0,143
v2,k145,n1,144
v2,k146,n2,145
v2,k147,n0,146
v2,k148,n1,147
v2,k149,n2,148
v2,k150,n0,149
v2,k151,n1,150
v2,k152,n2,151
v2,k153,n0,152
v2,k154,n1,153
v2,k155,n2,154
v2,k156,n0,155
v2,k157,n1,156
v2,k158,n2,157
v2,k159,n0,158
v2,k160,n1,159
v2,k161,n2,160
v2,k162,n0,161
v2,k163,n1,162
v2,k164,n2,163
v2,k165,n0,164
v2,k166,n1,165
v2,k167,n2,166
v2,k168,n0,167
v2,k169,n1,168
v2,k170,n2,169
v2,k171,n0,170
v2,k172,n1,171
v2,k173,n2,172
v2,k174,n0,173
v2,k175,n1,174
v2,k176,n2,175
v2,k177,n0,176
v2,k178,n1,177
v2,k179,n2,178
v2,k180,n0,179
v2,k181,n1,180
v2,k182,n2,181
v2,k183,n0,182
v2,k184,n1,183
v2,k185,n2,184
v2,k186,n0,185
v2,k187,n1,186
v2,k188,n2,187
v2,k189,n0,188
v2,k190,n1,189
v2,k191,n2,190
v2,k192,n0,191
v2,k193,n1,192
v2,k194,n2,193
v2,k195,n0,194
v2,k196,n1,195
v2,k197,n2,196
v2,k198,n0,197
v2,k199,n1,198
v2,k200,n2,199
v2,k201,n0,200
v2,k202,n1,201
v2,k203,n2,202
v2,k204,n0,203
v2,k205,n1,204
v2,k206,n2,205
v2,k207,n0,206
v2,k208,n1,207
v2,k209,n2,208
v2,k210,n0,209
v2,k211,n1,210
v2,k212,n2,211
v2,k213,n0,212
v2,k214,n1,213
v2,k215,n2,214
v2,k216,n0,215
v2,k217,n1,216
v2,k218,n2,217
v2,k219,n0,218
v2,k220,n1,219
v2,k221,n2,220
v2,k222,n0,221
v2,k223,n1,222
v2,k224,n2,223
v2,k225,n0,224
v2,k226,n1,225
v2,k227,n2,226
v2,k228,n0,227
v2,k229,n1,228
v2,k230,n2,229
v2,k231,n0,230
v2,k232,n1,231
v2,k233,n2,232
v2,k234,n0,233
v2,k235,n1,234
v2,k236,n2,235
v2,k237,n0,236
v2,k238,n1,237
v2,k239,n2,238
v2,k240,n0,239
v2,k241,n1,240
v2,k242,n2,241
v2,k243,n0,242
v2,k244,n1,243
v2,k245,n2,244
v2,k246,n0,245
v2,k247,n1,246
v2,k248,n2,247
v2,k249,n0,248
v2,k250,n1,249
v2,k251,n2,250
v2,k252,n0,251
v2,k253,n1,252
v2,k254,n2,253
v2,k255,n0,254
v2,k256,n1,255
v2,k257,n2,256
v2,k258,n0,257
v2,k259,n1,258
v2,k260,n2,259
v2,k261,n0,260
v2,k262,n1,261
v2,k263,n2,262
v2,k264,n0,263
v2,k265,n1,264
v2,k266,n2,265
v2,k267,n0,266
v2,k268,n1,267
v2,k269,n2,268
v2,k270,n0,269
v2,k271,n1,270
v2,k272,n2,271
v2,k273,n0,272
v2,k274,n1,273
v2,k275,n2,274
v2,k276,n0,275
v2,k277,n1,276
v2,k278,n2,277
v2,k279,n0,278
v2,k280,n1,279
v2,k281,n2,280
v2,k282,n0,281
v2,k283,n1,282
v2,k284,n2,283
v2,k285,n0,284
v2,k286,n1,285
v2,k287,n2,286
v2,k288,n0,287
v2,k289,n1,288
v2,k290,n2,289
v2,k291,n0,290
v2,k292,n1,291
v2,k293,n2,292
v2,k294,n0,293
v2,k295,n1,294
v2,k296,n2,295
v2,k297,n0,296
v2,k298,n1,297
v2,k299,n2,298
v2,k300,n0,299
v2,k301,n1,300
v2,k302,n2,301
v2,k303,n0,302
v2,k304,n1,303
v2,k305,n2,304
v2,k306,n0,305
v2,k307,n1,306
v2,k308,n2,307
v2,k309,n0,308
v2,k310,n1,309
v2,k311,n2,310
v2,k312,n0,311
v2,k313,n1,312
v2,k314,n2,313
v2,k315,n0,314
v2,k316,n1,315
v2,k317,n2,316
v2,k318,n0,317
v2,k319,n1,318
v2,k320,n2,319
v2,k321,n0,320
v2,k322,n1,321
v2,k323,n2,322
v2,k324,n0,323
v2,k325,n1,324
v2,k326,n2,325
v2,k327,n0,326
v2,k328,n1,327
v2,k329,n2,328
v2,k330,n0,329
v2,k331,n1,330
v2,k332,n2,331
v2,k333,n0,332
v2,k334,n1,333
v2,k335,n2,334
v2,k336,n0,335
v2,k337,n1,336
v2,k338,n2,337
v2,k339,n0,338
v2,k340,n1,339
v2,k341,n2,340
v2,k342,n0,341
v2,k343,n1,342
v2,k344,n2,343
v2,k345,n0,344
v2,k346,n1,345
v2,k347,n2,346
v2,k348,n0,347
v2,k349,n1,348
v2,k350,n2,349
v2,k351,n0,350
v2,k352,n1,351
v2,k353,n2,352
v2,k354,n0,353
v2,k355,n1,354
v2,k356,n2,355
v2,k357,n0,356
v2,k358,n1,357
v2,k359,n2,358
v2,k360,n0,359
v2,k361,n1,360
v2,k362,n2,361
v2,k363,n0,362
v2,k364,n1,363
v2,k365,n2,364
v2,k366,n0,365
v2,k367,n1,366
v2,k368,n2,367
v2,k369,n0,368
v2,k370,n1,369
v2,k371,n2,370
v2,k372,n0,371
v2,k373,n1,372
v2,k374,n2,373
v2,k375,n0,374
v2,k376,n1,375
v2,k377,n2,376
v2,k378,n0,377
v2,k379,n1,378
v2,k380,n2,379
v2,k381,n0,380
v2,k382,n1,381
v2,k383,n2,382
v2,k384,n0,383
v2,k385,n1,384
v2,k386,n2,385
v2,k387,n0,386
v2,k388,n1,387
v2,k389,n2,388
v2,k390,n0,389
v2,k391,n1,390
v2,k392,n2,391
v2,k393,n0,392
v2,k394,n1,393
v2,k395,n2,394
v2,k396,n0,395
v2,k397,n1,396
v2,k398,n2,397
v2,k399,n0,398
v2,k400,n1,399
v2,k401,n2,400
v2,k402,n0,401
v2,k403,n1,402
v2,k404,n2,403
v2,k405,n0,404
v2,k406,n1,405
v2,k407,n2,406
v2,k408,n0,407
v2,k409,n1,408
v2,k410,n2,409
v2,k411,n0,410
v2,k412,n1,411
v2,k413,n2,412
v2,k414,n0,413
v2,k415,n1,414
v2,k416,n2,415
v2,k417,n0,416
v2,k418,n1,417
v2,k419,n2,418
v2,k420,n0,419
v2,k421,n1,420
v2,k422,n2,421
v2,k423,n0,422
v2,k424,n1,423
v2,k425,n2,424
v2,k426,n0,425
v2,k427,n1,426
v2,k428,n2,427
v2,k429,n0,428
v2,k430,n1,429
v2,k431,n2,430
v2,k432,n0,431
v2,k433,n1,432
v2,k434,n2,433
v2,k435,n0,434
v2,k436,n1,435
v2,k437,n2,436
v2,k438,n0,437
v2,k439,n1,438
v2,k440,n2,439
v2,k441,n0,440
v2,k442,n1,441
v2,k443,n2,442
v2,k444,n0,443
v2,k445,n1,444
v2,k446,n2,445
v2,k447,n0,446
v2,k448,n1,447
v2,k449,n2,448
v2,k450,n0,449
v2,k451,n1,450
v2,k452,n2,451
v2,k453,n0,452
v2,k454,n1,453
v2,k455,n2,454
v2,k456,n0,455
v2,k457,n1,456
v2,k458,n2,457
v2,k459,n0,458
v2,k460,n1,459
v2,k461,n2,460
v2,k462,n0,461
v2,k463,n1,462
v2,k464,n2,463
v2,k465,n0,464
v2,k466,n1,465
v2,k467,n2,466
v2,k468,n0,467
v2,k469,n1,468
v2,k470,n2,469
v2,k471,n0,470
v2,k472,n1,471
v2,k473,n2,472
v2,k474,n0,473
v2,k475,n1,474
v2,k476,n2,475
v2,k477,n0,476
v2,k478,n1,477
v2,k479,n2,478
v2,k480,n0,479
v2,k481,n1,480
v2,k482,n2,481
v2,k483,n0,482
v2,k484,n1,483
v2,k485,n2,484
v2,k486,n0,485
v2,k487,n1,486
v2,k488,n2,487
v2,k489,n0,488
v2,k490,n1,489
v2,k491,n2,490
v2,k492,n0,491
v2,k493,n1,492
v2,k494,n2,493
v2,k495,n0,494
v2,k496,n1,495
v2,k497,n2,496
v2,k498,n0,497
v2,k499,n1,498
v2,k500,n2,499
v2,k501,n0,500
v2,k502,n1,501
v2,k503,n2,502
v2,k504,n0,503
v2,k505,n1,504
v2,k506,n2,505
v2,k507,n0,506
v2,k508,n1,507
v2,k509,n2,508
v2,k510,n0,509
v2,k511,n1,510
v2,k512,n2,511
v2,k513,n0,512
v2,k514,n1,513
v2,k515,n2,514
v2,k516,n0,515
v2,k517,n1,516
v2,k518,n2,517
v2,k519,n0,518
v2,k520,n1,519
v2,k521,n2,520
v2,k522,n0,521
v2,k523,n1,522
v2,k524,n2,523
v2,k525,n0,524
v2,k526,n1,525
v2,k527,n2,526
v2,k528,n0,527
v2,k529,n1,528
v2,k530,n2,529
v2,k531,n0,530
v2,k532,n1,531
v2,k533,n2,532
v2,k534,n0,533
v2,k535,n1,534
v2,k536,n2,535
v2,k537,n0,536
v2,k538,n1,537
v2,k539,n2,538
v2,k540,n0,539
v2,k541,n1,540
v2,k542,n2,541
v2,k543,n0,542
v2,k544,n1,543
v2,k545,n2,544
v2,k546,n0,545
v2,k547,n1,546
v2,k548,n2,547
v2,k549,n0,548
v2,k550,n1,549
v2,k551,n2,550
v2,k552,n0,551
v2,k553,n1,552
v2,k554,n2,553
v2,k555,n0,554
v2,k556,n1,555
v2,k557,n2,556
v2,k558,n0,557
v2,k559,n1,558
v2,k560,n2,559
v2,k561,n0,560
v2,k562,n1,561
v2,k563,n2,562
v2,k564,n0,563
v2,k565,n1,564
v2,k566,n2,565
v2,k567,n0,566
v2,k568,n1,567
v2,k569,n2,568
v2,k570,n0,569
v2,k571,n1,570
v2,k572,n2,571
v2,k573,n0,572
v2,k574,n1,573
v2,k575,n2,574
v2,k576,n0,575
v2,k577,n1,576
v2,k578,n2,577
v2,k579,n0,578
v2,k580,n1,579
v2,k581,n2,580
v2,k582,n0,581
v2,k583,n1,582
v2,k584,n2,583
v2,k585,n0,584
v2,k586,n1,585
v2,k587,n2,586
v2,k588,n0,587
v2,k589,n1,588
v2,k590,n2,589
v2,k591,n0,590
v2,k592,n1,591
v2,k593,n2,592
v2,k594,n0,593
v2,k595,n1,594
v2,k596,n2,595
v2,k597,n0,596
v2,k598,n1,597
v2,k599,n2,598
v2,k600,n0,599
v2,k601,n1,600
v2,k602,n2,601
v2,k603,n0,602
v2,k604,n1,603
v2,k605,n2,604
v2,k606,n0,605
v2,k607,n1,606
v2,k608,n2,607
v2,k609,n0,608
v2,k610,n1,609
v2,k611,n2,610
v2,k612,n0,611
v2,k613,n1,612
v2,k614,n2,613
v2,k615,n0,614
v2,k616,n1,615
v2,k617,n2,616
v2,k618,n0,617
v2,k619,n1,618
v2,k620,n2,619
v2,k621,n0,620
v2,k622,n1,621
v2,k623,n2,622
v2,k624,n0,623
v2,k625,n1,624
v2,k626,n2,625
v2,k627,n0,626
v2,k628,n1,627
v2,k629,n2,628
v2,k630,n0,629
v2,k631,n1,630
v2,k632,n2,631
v2,k633,n0,632
v2,k634,n1,633
v2,k635,n2,634
v2,k636,n0,635
v2,k637,n1,636
v2,k638,n2,637
v2,k639,n0,638
v2,k640,n1,639
v2,k641,n2,640
v2,k642,n0,641
v2,k643,n1,642
v2,k644,n2,643
v2,k645,n0,644
v2,k646,n1,645
v2,k647,n2,646
v2,k648,n0,647
v2,k649,n1,648
v2,k650,n2,649
v2,k651,n0,650
v2,k652,n1,651
v2,k653,n2,652
v2,k654,n0,653
v2,k655,n1,654
v2,k656,n2,655
v2,k657,n0,656
v2,k658,n1,657
v2,k659,n2,658
v2,k660,n0,659
v2,k661,n1,660
v2,k662,n2,661
v2,k663,n0,662
v2,k664,n1,663
v2,k665,n2,664
v2,k666,n0,665
v2,k667,n1,666
v2,k668,n2,667
v2,k669,n0,668
v2,k670,n1,669
v2,k671,n2,670
v2,k672,n0,671
v2,k673,n1,672
v2,k674,n2,673
v2,k675,n0,674
v2,k676,n1,675
v2,k677,n2,676
v2,k678,n0,677
v2,k679,n1,678
v2,k680,n2,679
v2,k681,n0,680
v2,k682,n1,681
v2,k683,n2,682
v2,k684,n0,683
v2,k685,n1,684
v2,k686,n2,685
v2,k687,n0,686
v2,k688,n1,687
v2,k689,n2,688
v2,k690,n0,689
v2,k691,n1,690
v2,k692,n2,691
v2,k693,n0,692
v2,k694,n1,693
v2,k695,n2,694
v2,k696,n0,695
v2,k697,n1,696
v2,k698,n2,697
v2,k699,n0,698
v2,k700,n1,699
v2,k701,n2,700
v2,k702,n0,701
v2,k703,n1,702
v2,k704,n2,703
v2,k705,n0,704
v2,k706,n1,705
v2,k707,n2,706
v2,k708,n0,707
v2,k709,n1,708
v2,k710,n2,709
v2,k711,n0,710
v2,k712,n1,711
v2,k713,n2,712
v2,k714,n0,713
v2,k715,n1,714
v2,k716,n2,715
v2,k717,n0,716
v2,k718,n1,717
v2,k719,n2,718
v2,k720,n0,719
v2,k721,n1,720
v2,k722,n2,721
v2,k723,n0,722
v2,k724,n1,723
v2,k725,n2,724
v2,k726,n0,725
v2,k727,n1,726
v2,k728,n2,727
v2,k729,n0,728
v2,k730,n1,729
v2,k731,n2,730
v2,k732,n0,731
v2,k733,n1,732
v2,k734,n2,733
v2,k735,n0,734
v2,k736,n1,735
v2,k737,n2,736
v2,k738,n0,737
v2,k739,n1,738
v2,k740,n2,739
v2,k741,n0,740
v2,k742,n1,741
v2,k743,n2,742
v2,k744,n0,743
v2,k745,n1,744
v2,k746,n2,745
v2,k747,n0,746
v2,k748,n1,747
v2,k749,n2,748
v2,k750,n0,749
v2,k751,n1,750
v2,k752,n2,751
v2,k753,n0,752
v2,k754,n1,753
v2,k755,n2,754
v2,k756,n0,755
v2,k757,n1,756
v2,k758,n2,757
v2,k759,n0,758
v2,k760,n1,759
v2,k761,n2,760
v2,k762,n0,761
v2,k763,n1,762
v2,k764,n2,763
v2,k765,n0,764
v2,k766,n1,765
v2,k767,n2,766
v2,k768,n0,767
v2,k769,n1,768
v2,k770,n2,769
v2,k771,n0,770
v2,k772,n1,771
v2,k773,n2,772
v2,k774,n0,773
v2,k775,n1,774
v2,k776,n2,775
v2,k777,n0,776
v2,k778,n1,777
v2,k779,n2,778
v2,k780,n0,779
v2,k781,n1,780
v2,k782,n2,781
v2,k783,n0,782
v2,k784,n1,783
v2,k785,n2,784
v2,k786,n0,785
v2,k787,n1,786
v2,k788,n2,787
v2,k789,n0,788
v2,k790,n1,789
v2,k791,n2,790
v2,k792,n0,791
v2,k793,n1,792
v2,k794,n2,793
v2,k795,n0,794
v2,k796,n1,795
v2,k797,n2,796
v2,k798,n0,797
v2,k799,n1,798
v2,k800,n2,799
v2,k801,n0,800
v2,k802,n1,801
v2,k803,n2,802
v2,k804,n0,803
v2,k805,n1,804
v2,k806,n2,805
v2,k807,n0,806
v2,k808,n1,807
v2,k809,n2,808
v2,k810,n0,809
v2,k811,n1,810
v2,k812,n2,811
v2,k813,n0,812
v2,k814,n1,813
v2,k815,n2,814
v2,k816,n0,815
v2,k817,n1,816
v2,k818,n2,817
v2,k819,n0,818
v2,k820,n1,819
v2,k821,n2,820
v2,k822,n0,821
v2,k823,n1,822
v2,k824,n2,823
v2,k825,n0,824
v2,k826,n1,825
v2,k827,n2,826
v2,k828,n0,827
v2,k829,n1,828
v2,k830,n2,829
v2,k831,n0,830
v2,k832,n1,831
v2,k833,n2,832
v2,k834,n0,833
v2,k835,n1,834
v2,k836,n2,835
v2,k837,n0,836
v2,k838,n1,837
v2,k839,n2,838
v2,k840,n0,839
v2,k841,n1,840
v2,k842,n2,841
v2,k843,n0,842
v2,k844,n1,843
v2,k845,n2,844
v2,k846,n0,845
v2,k847,n1,846
v2,k848,n2,847
v2,k849,n0,848
v2,k850,n1,849
v2,k851,n2,850
v2,k852,n0,851
v2,k853,n1,852
v2,k854,n2,853
v2,k855,n0,854
v2,k856,n1,855
v2,k857,n2,856
v2,k858,n0,857
v2,k859,n1,858
v2,k860,n2,859
v2,k861,n0,860
v2,k862,n1,861
v2,k863,n2,862
v2,k864,n0,863
v2,k865,n1,864
v2,k866,n2,865
v2,k867,n0,866
v2,k868,n1,867
v2,k869,n2,868
v2,k870,n0,869
v2,k871,n1,870
v2,k872,n2,871
v2,k873,n0,872
v2,k874,n1,873
v2,k875,n2,874
v2,k876,n0,875
v2,k877,n1,876
v2,k878,n2,877
v2,k879,n0,878
v2,k880,n1,879
v2,k881,n2,880
v2,k882,n0,881
v2,k883,n1,882
v2,k884,n2,883
v2,k885,n0,884
v2,k886,n1,885
v2,k887,n2,886
v2,k888,n0,887
v2,k889,n1,888
v2,k890,n2,889
v2,k891,n0,890
v2,k892,n1,891
v2,k893,n2,892
v2,k894,n0,893
v2,k895,n1,894
v2,k896,n2,895
v2,k897,n0,896
v2,k898,n1,897
v2,k899,n2,898
v2,k900,n0,899
v2,k901,n1,900
v2,k902,n2,901
v2,k903,n0,902
v2,k904,n1,903
v2,k905,n2,904
v2,k906,n0,905
v2,k907,n1,906
v2,k908,n2,907
v2,k909,n0,908
v2,k910,n1,909
v2,k911,n2,910
v2,k912,n0,911
v2,k913,n1,912
v2,k914,n2,913
v2,k915,n0,914
v2,k916,n1,915
v2,k917,n2,916
v2,k918,n0,917
v2,k919,n1,918
v2,k920,n2,919
v2,k921,n0,920
v2,k922,n1,921
v2,k923,n2,922
v2,k924,n0,923
v2,k925,n1,924
v2,k926,n2,925
v2,k927,n0,926
v2,k928,n1,927
v2,k929,n2,928
v2,k930,n0,929
v2,k931,n1,930
v2,k932,n2,931
v2,k933,n0,932
v2,k934,n1,933
v2,k935,n2,934
v2,k936,n0,935
v2,k937,n1,936
v2,k938,n2,937
v2,k939,n0,938
v2,k940,n1,939
v2,k941,n2,940
v2,k942,n0,941
v2,k943,n1,942
v2,k944,n2,943
v2,k945,n0,944
v2,k946,n1,945
v2,k947,n2,946
v2,k948,n0,947
v2,k949,n1,948
v2,k950,n2,949
v2,k951,n0,950
v2,k952,n1,951
v2,k953,n2,952
v2,k954,n0,953
v2,k955,n1,954
v2,k956,n2,955
v2,k957,n0,956
v2,k958,n1,957
v2,k959,n2,958
v2,k960,n0,959
v2,k961,n1,960
v2,k962,n2,961
v2,k963,n0,962
v2,k964,n1,963
v2,k965,n2,964
v2,k966,n0,965
v2,k967,n1,966
v2,k968,n2,967
v2,k969,n0,968
v2,k970,n1,969
v2,k971,n2,970
v2,k972,n0,971
v2,k973,n1,972
v2,k974,n2,973
v2,k975,n0,974
v2,k976,n1,975
v2,k977,n2,976
v2,k978,n0,977
v2,k979,n1,978
v2,k980,n2,979
v2,k981,n0,980
v2,k982,n1,981
v2,k983,n2,982
v2,k984,n0,983
v2,k985,n1,984
v2,k986,n2,985
v2,k987,n0,986
v2,k988,n1,987
v2,k989,n2,988
v2,k990,n0,989
v2,k991,n1,990
v2,k992,n2,991
v2,k993,n0,992
v2,k994,n1,993
v2,k995,n2,994
v2,k996,n0,995
v2,k997,n1,996
v2,k998,n2,997
v2,k999,n0,998
v2,k1000,n1,999
v2,k1001,n2,1000
v2,k1002,n0,1001
v2,k1003,n1,1002
v2,k1004,n2,1003
v2,k1005,n0,1004
v2,k1006,n1,1005
v2,k1007,n2,1006
v2,k1008,n0,1007
v2,k1009,n1,1008
v2,k1010,n2,1009
v2,k1011,n0,1010
v2,k1012,n1,1011
v2,k1013,n2,1012
v2,k1014,n0,1013
v2,k1015,n1,1014
v2,k1016,n2,1015
